pid	term	grp	duration
344756	201730	Transferred Out	1
344756	201740	Transferred Out	1
344756	201750	Transferred Out	1
344756	201830	Transferred Out	1
344756	201840	Transferred Out	1
344756	201850	Transferred Out	1
344756	201930	Transferred Out	1
344756	201940	Transferred Out	1
344756	201950	Transferred Out	1
344756	202030	Transferred Out	1
344756	202040	Transferred Out	1
344756	202050	Transferred Out	1
344756	202130	Transferred Out	1
344756	202140	Transferred Out	1
350709	start	Starting Cohort	1
350709	201150	Freshman	1
350709	201230	Freshman	1
350709	201240	Freshman	1
350709	201250	Dropped Out	1
350709	201330	Dropped Out	1
350709	201340	Dropped Out	1
350709	201350	Dropped Out	1
350709	201430	Dropped Out	1
350709	201440	Dropped Out	1
350709	201450	Dropped Out	1
350709	201530	Dropped Out	1
350709	201540	Dropped Out	1
350709	201550	Dropped Out	1
350709	201630	Dropped Out	1
350709	201640	Dropped Out	1
350709	201650	Dropped Out	1
350709	201730	Dropped Out	1
350709	201740	Dropped Out	1
350709	201750	Dropped Out	1
350709	201830	Dropped Out	1
350709	201840	Dropped Out	1
350709	201850	Dropped Out	1
350709	201930	Dropped Out	1
350709	201940	Dropped Out	1
350709	201950	Dropped Out	1
350709	202030	Dropped Out	1
350709	202040	Dropped Out	1
350709	202050	Dropped Out	1
350709	202130	Dropped Out	1
350709	202140	Dropped Out	1
359779	start	Starting Cohort	1
359779	201150	Freshman	1
359779	201230	Sophomore	1
359779	201240	Junior	1
359779	201250	Junior	1
359779	201330	Junior	1
359779	201340	Junior	1
359779	201350	Junior	1
359779	201430	Senior	1
359779	201440	Transferred Out	1
359779	201450	Graduated	1
359779	201530	Graduated	1
359779	201540	Graduated	1
359779	201550	Graduated	1
359779	201630	Graduated	1
359779	201640	Graduated	1
359779	201650	Graduated	1
359779	201730	Graduated	1
359779	201740	Graduated	1
359779	201750	Graduated	1
359779	201830	Graduated	1
359779	201840	Graduated	1
359779	201850	Graduated	1
359779	201930	Graduated	1
359779	201940	Graduated	1
359779	201950	Graduated	1
359779	202030	Graduated	1
359779	202040	Graduated	1
359779	202050	Graduated	1
359779	202130	Graduated	1
359779	202140	Graduated	1
367558	start	Starting Cohort	1
367558	201150	Freshman	1
367558	201230	Senior	1
367558	201240	Senior	1
367558	201250	Senior	1
367558	201330	Senior	1
367558	201340	Senior	1
367558	201350	Senior	1
367558	201430	Graduated	1
367558	201440	Graduated	1
367558	201450	Graduated	1
367558	201530	Graduated	1
367558	201540	Graduated	1
367558	201550	Graduated	1
367558	201630	Graduated	1
367558	201640	Graduated	1
367558	201650	Graduated	1
367558	201730	Graduated	1
367558	201740	Graduated	1
367558	201750	Graduated	1
367558	201830	Graduated	1
367558	201840	Graduated	1
367558	201850	Graduated	1
367558	201930	Graduated	1
367558	201940	Graduated	1
367558	201950	Graduated	1
367558	202030	Graduated	1
367558	202040	Graduated	1
367558	202050	Graduated	1
367558	202130	Graduated	1
367558	202140	Graduated	1
379342	start	Starting Cohort	1
379342	201150	Sophomore	1
379342	201230	Transferred Out	1
379342	201240	Transferred Out	1
379342	201250	Transferred Out	1
379342	201330	Transferred Out	1
379342	201340	Transferred Out	1
